#sample	strand	convtype	total_read	read_with_peak	read_with_peak_perc	peaktype
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR08_DESCSUPERCOIL_TX_RH1	Pos	CH	838	377	45	PEAK
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR09_DESCSUPERCOIL_TX_RH1	Pos	CH	1849	743	40.2	PEAK
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR10_DESCSUPERCOIL_TX_RH1	Pos	CH	813	346	42.6	PEAK
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR11_DESCSUPERCOIL_TX_RH1	Pos	CH	769	356	46.3	PEAK
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR12_DESCSUPERCOIL_TX_RH1	Pos	CH	629	316	50.2	PEAK
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR13_DESCSUPERCOIL_TX_RH1	Pos	CH	1224	528	43.1	PEAK
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR14_DESCSUPERCOIL_TX_RH1	Pos	CH	979	442	45.1	PEAK
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR15_DESCSUPERCOIL_TX_RH1	Pos	CH	584	284	48.6	PEAK
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR16_DESCSUPERCOIL_TX_RH1	Pos	CH	1046	429	41	PEAK
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR17_DESCSUPERCOIL_TX_RH1	Pos	CH	102	38	37.3	PEAK
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR18_DESCSUPERCOIL_TX_RH1	Pos	CH	1288	606	47	PEAK
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR19_DESCSUPERCOIL_TX_RH1	Pos	CH	1147	495	43.2	PEAK
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR20_DESCSUPERCOIL_TX_RH1	Pos	CH	1212	244	20.1	PEAK
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR21_DESCSUPERCOIL_TX_RH1	Pos	CH	48	25	52.1	PEAK
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR22_DESCSUPERCOIL_TX_RH1	Pos	CH	1179	494	41.9	PEAK
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR23_DESCSUPERCOIL_TX_RH1	Pos	CH	1363	655	48.1	PEAK
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR24_DESCSUPERCOIL_TX_RH1	Pos	CH	1222	602	49.3	PEAK
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR25_DESCSUPERCOIL_TX_RH1	Pos	CH	179	80	44.7	PEAK
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR26_DESCSUPERCOIL_TX_RH1	Pos	CH	986	453	45.9	PEAK
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR27_DESCSUPERCOIL_TX_RH1	Pos	CH	560	128	22.9	PEAK
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR28_DESCSUPERCOIL_TX_RH1	Pos	CH	652	98	15	PEAK
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR29_DESCSUPERCOIL_TX_RH1	Pos	CH	1580	657	41.6	PEAK
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR30_DESCSUPERCOIL_TX_RH1	Pos	CH	353	149	42.2	PEAK
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR31_DESCSUPERCOIL_TX_RH1	Pos	CH	49	5	10.2	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR01_DESCLINEARSCAI_NT	Pos	CH	604	367	60.8	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR02_DESCLINEARSCAI_NT	Pos	CH	373	131	35.1	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR03_DESCLINEARSCAI_NT	Pos	CH	774	285	36.8	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR04_DESCLINEARSCAI_NT	Pos	CH	300	199	66.3	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR05_DESCLINEARSCAI_NT	Pos	CH	377	124	32.9	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR06_DESCLINEARSCAI_NT	Pos	CH	631	409	64.8	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR07_DESCLINEARSCAI_NT	Pos	CH	508	354	69.7	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR08_DESCLINEARSCAI_NT	Pos	CH	291	196	67.4	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR09_DESCLINEARSCAI_NT	Pos	CH	718	233	32.5	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR10_DESCLINEARSCAI_NT	Pos	CH	374	231	61.8	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR11_DESCLINEARSCAI_NT	Pos	CH	352	234	66.5	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR12_DESCLINEARSCAI_NT	Pos	CH	216	136	63	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR13_DESCLINEARSCAI_NT	Pos	CH	460	277	60.2	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR14_DESCLINEARSCAI_NT	Pos	CH	458	285	62.2	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR15_DESCLINEARSCAI_NT	Pos	CH	261	172	65.9	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR16_DESCLINEARSCAI_NT	Pos	CH	489	308	63	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR17_DESCLINEARSCAI_NT	Pos	CH	44	24	54.5	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR18_DESCLINEARSCAI_NT	Pos	CH	510	308	60.4	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR19_DESCLINEARSCAI_NT	Pos	CH	412	266	64.6	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR20_DESCLINEARSCAI_NT	Pos	CH	592	367	62	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR21_DESCLINEARSCAI_NT	Pos	CH	19	8	42.1	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR22_DESCLINEARSCAI_NT	Pos	CH	510	335	65.7	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR23_DESCLINEARSCAI_NT	Pos	CH	558	358	64.2	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR24_DESCLINEARSCAI_NT	Pos	CH	567	355	62.6	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR25_DESCLINEARSCAI_NT	Pos	CH	68	38	55.9	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR26_DESCLINEARSCAI_NT	Pos	CH	399	261	65.4	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR27_DESCLINEARSCAI_NT	Pos	CH	234	152	65	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR28_DESCLINEARSCAI_NT	Pos	CH	249	149	59.8	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR29_DESCLINEARSCAI_NT	Pos	CH	601	396	65.9	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR30_DESCLINEARSCAI_NT	Pos	CH	108	67	62	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR31_DESCLINEARSCAI_NT	Pos	CH	20	9	45	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR01_DESCLINEARSCAI_TX	Pos	CH	683	180	26.4	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR02_DESCLINEARSCAI_TX	Pos	CH	437	234	53.5	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR03_DESCLINEARSCAI_TX	Pos	CH	1008	544	54	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR04_DESCLINEARSCAI_TX	Pos	CH	366	205	56	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR05_DESCLINEARSCAI_TX	Pos	CH	400	206	51.5	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR06_DESCLINEARSCAI_TX	Pos	CH	783	411	52.5	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR07_DESCLINEARSCAI_TX	Pos	CH	569	304	53.4	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR08_DESCLINEARSCAI_TX	Pos	CH	337	193	57.3	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR09_DESCLINEARSCAI_TX	Pos	CH	859	221	25.7	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR10_DESCLINEARSCAI_TX	Pos	CH	428	221	51.6	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR11_DESCLINEARSCAI_TX	Pos	CH	412	231	56.1	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR12_DESCLINEARSCAI_TX	Pos	CH	229	111	48.5	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR13_DESCLINEARSCAI_TX	Pos	CH	547	276	50.5	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR14_DESCLINEARSCAI_TX	Pos	CH	501	252	50.3	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR15_DESCLINEARSCAI_TX	Pos	CH	297	170	57.2	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR16_DESCLINEARSCAI_TX	Pos	CH	556	280	50.4	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR17_DESCLINEARSCAI_TX	Pos	CH	57	28	49.1	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR18_DESCLINEARSCAI_TX	Pos	CH	646	345	53.4	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR19_DESCLINEARSCAI_TX	Pos	CH	556	306	55	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR20_DESCLINEARSCAI_TX	Pos	CH	644	332	51.6	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR21_DESCLINEARSCAI_TX	Pos	CH	16	9	56.3	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR22_DESCLINEARSCAI_TX	Pos	CH	648	355	54.8	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR23_DESCLINEARSCAI_TX	Pos	CH	661	360	54.5	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR24_DESCLINEARSCAI_TX	Pos	CH	682	351	51.5	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR25_DESCLINEARSCAI_TX	Pos	CH	89	44	49.4	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR26_DESCLINEARSCAI_TX	Pos	CH	451	230	51	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR27_DESCLINEARSCAI_TX	Pos	CH	240	121	50.4	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR28_DESCLINEARSCAI_TX	Pos	CH	344	177	51.5	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR29_DESCLINEARSCAI_TX	Pos	CH	774	399	51.6	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR30_DESCLINEARSCAI_TX	Pos	CH	135	62	45.9	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR31_DESCLINEARSCAI_TX	Pos	CH	22	8	36.4	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR01_DESCLINEARSCAI_TX_RH1	Pos	CH	1043	535	51.3	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR02_DESCLINEARSCAI_TX_RH1	Pos	CH	652	333	51.1	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR03_DESCLINEARSCAI_TX_RH1	Pos	CH	1257	674	53.6	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR04_DESCLINEARSCAI_TX_RH1	Pos	CH	630	343	54.4	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR05_DESCLINEARSCAI_TX_RH1	Pos	CH	625	159	25.4	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR06_DESCLINEARSCAI_TX_RH1	Pos	CH	976	524	53.7	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR07_DESCLINEARSCAI_TX_RH1	Pos	CH	803	423	52.7	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR08_DESCLINEARSCAI_TX_RH1	Pos	CH	513	260	50.7	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR09_DESCLINEARSCAI_TX_RH1	Pos	CH	1268	321	25.3	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR10_DESCLINEARSCAI_TX_RH1	Pos	CH	618	291	47.1	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR11_DESCLINEARSCAI_TX_RH1	Pos	CH	580	315	54.3	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR12_DESCLINEARSCAI_TX_RH1	Pos	CH	418	241	57.7	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR13_DESCLINEARSCAI_TX_RH1	Pos	CH	840	431	51.3	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR14_DESCLINEARSCAI_TX_RH1	Pos	CH	680	184	27.1	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR15_DESCLINEARSCAI_TX_RH1	Pos	CH	424	227	53.5	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR16_DESCLINEARSCAI_TX_RH1	Pos	CH	755	352	46.6	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR17_DESCLINEARSCAI_TX_RH1	Pos	CH	79	36	45.6	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR18_DESCLINEARSCAI_TX_RH1	Pos	CH	876	472	53.9	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR19_DESCLINEARSCAI_TX_RH1	Pos	CH	775	429	55.4	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR20_DESCLINEARSCAI_TX_RH1	Pos	CH	864	462	53.5	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR21_DESCLINEARSCAI_TX_RH1	Pos	CH	42	20	47.6	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR22_DESCLINEARSCAI_TX_RH1	Pos	CH	800	232	29	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR23_DESCLINEARSCAI_TX_RH1	Pos	CH	954	524	54.9	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR24_DESCLINEARSCAI_TX_RH1	Pos	CH	913	255	27.9	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR25_DESCLINEARSCAI_TX_RH1	Pos	CH	99	45	45.5	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR26_DESCLINEARSCAI_TX_RH1	Pos	CH	662	352	53.2	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR27_DESCLINEARSCAI_TX_RH1	Pos	CH	400	211	52.8	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR28_DESCLINEARSCAI_TX_RH1	Pos	CH	431	233	54.1	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR29_DESCLINEARSCAI_TX_RH1	Pos	CH	1087	321	29.5	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR30_DESCLINEARSCAI_TX_RH1	Pos	CH	197	99	50.3	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR31_DESCLINEARSCAI_TX_RH1	Pos	CH	37	16	43.2	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR01_DESCSUPERCOIL_NT_FIXED	Pos	CH	29	1	3.4	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR01_DESCSUPERCOIL_NT	Pos	CH	417	46	11	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR02_DESCSUPERCOIL_NT_FIXED	Pos	CH	46	3	6.5	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR02_DESCSUPERCOIL_NT	Pos	CH	499	48	9.6	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR03_DESCSUPERCOIL_NT_FIXED	Pos	CH	34	1	2.9	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR03_DESCSUPERCOIL_NT	Pos	CH	311	31	10	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR04_DESCSUPERCOIL_NT_FIXED	Pos	CH	46	5	10.9	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR04_DESCSUPERCOIL_NT	Pos	CH	350	42	12	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR05_DESCSUPERCOIL_NT_FIXED	Pos	CH	1372	106	7.7	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR05_DESCSUPERCOIL_NT	Pos	CH	111	11	9.9	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR06_DESCSUPERCOIL_NT_FIXED	Pos	CH	4	1	25	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR06_DESCSUPERCOIL_NT	Pos	CH	34	2	5.9	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR07_DESCSUPERCOIL_NT_FIXED	Pos	CH	40	4	10	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR07_DESCSUPERCOIL_NT	Pos	CH	421	42	10	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR08_DESCSUPERCOIL_NT_FIXED	Pos	CH	35	5	14.3	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR08_DESCSUPERCOIL_NT	Pos	CH	332	35	10.5	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR09_DESCSUPERCOIL_NT_FIXED	Pos	CH	30	4	13.3	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR09_DESCSUPERCOIL_NT	Pos	CH	411	28	6.8	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_NT_FIXED	Pos	CH	63	5	7.9	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_NT	Pos	CH	535	35	6.5	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_NT_FIXED	Pos	CH	35	4	11.4	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_NT	Pos	CH	334	38	11.4	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_NT_FIXED	Pos	CH	28	4	14.3	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_NT	Pos	CH	273	29	10.6	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_NT_FIXED	Pos	CH	39	3	7.7	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_NT	Pos	CH	370	24	6.5	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_NT_FIXED	Pos	CH	39	3	7.7	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_NT	Pos	CH	392	33	8.4	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_NT_FIXED	Pos	CH	95	7	7.4	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_NT	Pos	CH	615	63	10.2	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR16_DESCSUPERCOIL_NT_FIXED	Pos	CH	31	2	6.5	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR16_DESCSUPERCOIL_NT	Pos	CH	375	22	5.9	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR17_DESCSUPERCOIL_NT_FIXED	Pos	CH	433	27	6.2	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR17_DESCSUPERCOIL_NT	Pos	CH	44	5	11.4	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR18_DESCSUPERCOIL_NT_FIXED	Pos	CH	46	4	8.7	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR18_DESCSUPERCOIL_NT	Pos	CH	419	40	9.5	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR19_DESCSUPERCOIL_NT_FIXED	Pos	CH	3121	89	2.9	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR19_DESCSUPERCOIL_NT	Pos	CH	100	6	6	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR20_DESCSUPERCOIL_NT_FIXED	Pos	CH	46	4	8.7	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR20_DESCSUPERCOIL_NT	Pos	CH	438	42	9.6	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR21_DESCSUPERCOIL_NT_FIXED	Pos	CH	13	6	46.2	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR21_DESCSUPERCOIL_NT	Pos	CH	6	1	16.7	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR22_DESCSUPERCOIL_NT_FIXED	Pos	CH	68	3	4.4	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR22_DESCSUPERCOIL_NT	Pos	CH	766	73	9.5	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR23_DESCSUPERCOIL_NT_FIXED	Pos	CH	273	17	6.2	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR23_DESCSUPERCOIL_NT	Pos	CH	13	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR24_DESCSUPERCOIL_NT_FIXED	Pos	CH	50	1	2	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR24_DESCSUPERCOIL_NT	Pos	CH	450	33	7.3	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR25_DESCSUPERCOIL_NT_FIXED	Pos	CH	14	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR25_DESCSUPERCOIL_NT	Pos	CH	221	24	10.9	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR26_DESCSUPERCOIL_NT_FIXED	Pos	CH	45	1	2.2	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR26_DESCSUPERCOIL_NT	Pos	CH	417	34	8.2	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR27_DESCSUPERCOIL_NT_FIXED	Pos	CH	47	3	6.4	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR27_DESCSUPERCOIL_NT	Pos	CH	429	36	8.4	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR28_DESCSUPERCOIL_NT_FIXED	Pos	CH	35	2	5.7	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR28_DESCSUPERCOIL_NT	Pos	CH	419	37	8.8	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR29_DESCSUPERCOIL_NT_FIXED	Pos	CH	712	9	1.3	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR29_DESCSUPERCOIL_NT	Pos	CH	12913	329	2.5	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR30_DESCSUPERCOIL_NT_FIXED	Pos	CH	56	2	3.6	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR30_DESCSUPERCOIL_NT	Pos	CH	422	43	10.2	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR31_DESCSUPERCOIL_NT_FIXED	Pos	CH	10	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR31_DESCSUPERCOIL_NT	Pos	CH	117	5	4.3	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR01_DESCSUPERCOIL_TX_FIXED	Pos	CH	24	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR01_DESCSUPERCOIL_TX	Pos	CH	230	32	13.9	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR02_DESCSUPERCOIL_TX_FIXED	Pos	CH	32	1	3.1	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR02_DESCSUPERCOIL_TX	Pos	CH	330	33	10	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR03_DESCSUPERCOIL_TX_FIXED	Pos	CH	22	1	4.5	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR03_DESCSUPERCOIL_TX	Pos	CH	198	19	9.6	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR04_DESCSUPERCOIL_TX_FIXED	Pos	CH	31	1	3.2	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR04_DESCSUPERCOIL_TX	Pos	CH	272	30	11	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR05_DESCSUPERCOIL_TX_FIXED	Pos	CH	1232	124	10.1	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR05_DESCSUPERCOIL_TX	Pos	CH	84	7	8.3	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR06_DESCSUPERCOIL_TX_FIXED	Pos	CH	1	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR06_DESCSUPERCOIL_TX	Pos	CH	34	5	14.7	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR07_DESCSUPERCOIL_TX_FIXED	Pos	CH	32	3	9.4	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR07_DESCSUPERCOIL_TX	Pos	CH	336	35	10.4	PEAK
