sample_id	plasmid	strand	call_type	filepath	read_count	Sample_ID	Experiment	Experiment_name	Flow cell	Plasmid	Plasmid Loc	Total plasmids in sample	Linear	Nick	Txn	RnaseH	Co-SSB	Post-SSB	Co-RPA	Linearization post txn	Deprotienize post Co-RPA
41	T7INIT_VR10	Neg	low	mergedBed/PBEH2-41_Plasmid_T7INIT_VR10_Strand_Neg_call_low.bed.tsv	13573	PBEH2-41	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	+	-	-	+	-	-
41	T7INIT_VR10	Pos	high	mergedBed/PBEH2-41_Plasmid_T7INIT_VR10_Strand_Pos_call_high.bed.tsv	5880	PBEH2-41	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	+	-	-	+	-	-
41	T7INIT_VR10	Pos	low	mergedBed/PBEH2-41_Plasmid_T7INIT_VR10_Strand_Pos_call_low.bed.tsv	5880	PBEH2-41	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	+	-	-	+	-	-
41	T7INIT_VR20	Neg	high	mergedBed/PBEH2-41_Plasmid_T7INIT_VR20_Strand_Neg_call_high.bed.tsv	11854	PBEH2-41	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	+	-	-	+	-	-
41	T7INIT_VR20	Neg	low	mergedBed/PBEH2-41_Plasmid_T7INIT_VR20_Strand_Neg_call_low.bed.tsv	11854	PBEH2-41	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	+	-	-	+	-	-
41	T7INIT_VR20	Pos	high	mergedBed/PBEH2-41_Plasmid_T7INIT_VR20_Strand_Pos_call_high.bed.tsv	4639	PBEH2-41	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	+	-	-	+	-	-
41	T7INIT_VR20	Pos	low	mergedBed/PBEH2-41_Plasmid_T7INIT_VR20_Strand_Pos_call_low.bed.tsv	4639	PBEH2-41	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	+	-	-	+	-	-
42	PFC9	Neg	high	mergedBed/PBEH2-42_Plasmid_PFC9_Strand_Neg_call_high.bed.tsv	5356	PBEH2-42	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	-	-	-	-	+	-	+
42	PFC9	Neg	low	mergedBed/PBEH2-42_Plasmid_PFC9_Strand_Neg_call_low.bed.tsv	5356	PBEH2-42	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	-	-	-	-	+	-	+
42	PFC9	Pos	high	mergedBed/PBEH2-42_Plasmid_PFC9_Strand_Pos_call_high.bed.tsv	46	PBEH2-42	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	-	-	-	-	+	-	+
42	PFC9	Pos	low	mergedBed/PBEH2-42_Plasmid_PFC9_Strand_Pos_call_low.bed.tsv	46	PBEH2-42	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	-	-	-	-	+	-	+
42	T7INIT_VR10	Neg	high	mergedBed/PBEH2-42_Plasmid_T7INIT_VR10_Strand_Neg_call_high.bed.tsv	20012	PBEH2-42	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	-	-	-	-	+	-	+
42	T7INIT_VR10	Neg	low	mergedBed/PBEH2-42_Plasmid_T7INIT_VR10_Strand_Neg_call_low.bed.tsv	20012	PBEH2-42	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	-	-	-	-	+	-	+
42	T7INIT_VR10	Pos	high	mergedBed/PBEH2-42_Plasmid_T7INIT_VR10_Strand_Pos_call_high.bed.tsv	170	PBEH2-42	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	-	-	-	-	+	-	+
42	T7INIT_VR10	Pos	low	mergedBed/PBEH2-42_Plasmid_T7INIT_VR10_Strand_Pos_call_low.bed.tsv	170	PBEH2-42	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	-	-	-	-	+	-	+
42	T7INIT_VR20	Neg	high	mergedBed/PBEH2-42_Plasmid_T7INIT_VR20_Strand_Neg_call_high.bed.tsv	20061	PBEH2-42	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	-	-	-	-	+	-	+
42	T7INIT_VR20	Neg	low	mergedBed/PBEH2-42_Plasmid_T7INIT_VR20_Strand_Neg_call_low.bed.tsv	20061	PBEH2-42	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	-	-	-	-	+	-	+
42	T7INIT_VR20	Pos	high	mergedBed/PBEH2-42_Plasmid_T7INIT_VR20_Strand_Pos_call_high.bed.tsv	157	PBEH2-42	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	-	-	-	-	+	-	+
42	T7INIT_VR20	Pos	low	mergedBed/PBEH2-42_Plasmid_T7INIT_VR20_Strand_Pos_call_low.bed.tsv	157	PBEH2-42	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	-	-	-	-	+	-	+
43	PFC9	Neg	high	mergedBed/PBEH2-43_Plasmid_PFC9_Strand_Neg_call_high.bed.tsv	351	PBEH2-43	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	-	-	-	+	-	+
43	PFC9	Neg	low	mergedBed/PBEH2-43_Plasmid_PFC9_Strand_Neg_call_low.bed.tsv	351	PBEH2-43	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	-	-	-	+	-	+
43	PFC9	Pos	high	mergedBed/PBEH2-43_Plasmid_PFC9_Strand_Pos_call_high.bed.tsv	862	PBEH2-43	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	-	-	-	+	-	+
43	PFC9	Pos	low	mergedBed/PBEH2-43_Plasmid_PFC9_Strand_Pos_call_low.bed.tsv	862	PBEH2-43	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	-	-	-	+	-	+
43	T7INIT_VR10	Neg	high	mergedBed/PBEH2-43_Plasmid_T7INIT_VR10_Strand_Neg_call_high.bed.tsv	886	PBEH2-43	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	-	-	-	+	-	+
43	T7INIT_VR10	Neg	low	mergedBed/PBEH2-43_Plasmid_T7INIT_VR10_Strand_Neg_call_low.bed.tsv	886	PBEH2-43	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	-	-	-	+	-	+
43	T7INIT_VR10	Pos	high	mergedBed/PBEH2-43_Plasmid_T7INIT_VR10_Strand_Pos_call_high.bed.tsv	21987	PBEH2-43	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	-	-	-	+	-	+
43	T7INIT_VR10	Pos	low	mergedBed/PBEH2-43_Plasmid_T7INIT_VR10_Strand_Pos_call_low.bed.tsv	21987	PBEH2-43	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	-	-	-	+	-	+
43	T7INIT_VR20	Neg	high	mergedBed/PBEH2-43_Plasmid_T7INIT_VR20_Strand_Neg_call_high.bed.tsv	386	PBEH2-43	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	-	-	-	+	-	+
43	T7INIT_VR20	Neg	low	mergedBed/PBEH2-43_Plasmid_T7INIT_VR20_Strand_Neg_call_low.bed.tsv	386	PBEH2-43	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	-	-	-	+	-	+
43	T7INIT_VR20	Pos	high	mergedBed/PBEH2-43_Plasmid_T7INIT_VR20_Strand_Pos_call_high.bed.tsv	22197	PBEH2-43	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	-	-	-	+	-	+
43	T7INIT_VR20	Pos	low	mergedBed/PBEH2-43_Plasmid_T7INIT_VR20_Strand_Pos_call_low.bed.tsv	22197	PBEH2-43	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	-	-	-	+	-	+
44	PFC9	Neg	high	mergedBed/PBEH2-44_Plasmid_PFC9_Strand_Neg_call_high.bed.tsv	11695	PBEH2-44	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	+	-	-	+	-	+
44	PFC9	Neg	low	mergedBed/PBEH2-44_Plasmid_PFC9_Strand_Neg_call_low.bed.tsv	11695	PBEH2-44	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	+	-	-	+	-	+
44	PFC9	Pos	high	mergedBed/PBEH2-44_Plasmid_PFC9_Strand_Pos_call_high.bed.tsv	3365	PBEH2-44	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	+	-	-	+	-	+
44	PFC9	Pos	low	mergedBed/PBEH2-44_Plasmid_PFC9_Strand_Pos_call_low.bed.tsv	3365	PBEH2-44	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	+	-	-	+	-	+
44	T7INIT_VR10	Neg	high	mergedBed/PBEH2-44_Plasmid_T7INIT_VR10_Strand_Neg_call_high.bed.tsv	21368	PBEH2-44	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	+	-	-	+	-	+
44	T7INIT_VR10	Neg	low	mergedBed/PBEH2-44_Plasmid_T7INIT_VR10_Strand_Neg_call_low.bed.tsv	21368	PBEH2-44	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	+	-	-	+	-	+
44	T7INIT_VR10	Pos	high	mergedBed/PBEH2-44_Plasmid_T7INIT_VR10_Strand_Pos_call_high.bed.tsv	9223	PBEH2-44	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	+	-	-	+	-	+
44	T7INIT_VR10	Pos	low	mergedBed/PBEH2-44_Plasmid_T7INIT_VR10_Strand_Pos_call_low.bed.tsv	9223	PBEH2-44	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	+	-	-	+	-	+
44	T7INIT_VR20	Neg	high	mergedBed/PBEH2-44_Plasmid_T7INIT_VR20_Strand_Neg_call_high.bed.tsv	20708	PBEH2-44	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	+	-	-	+	-	+
44	T7INIT_VR20	Neg	low	mergedBed/PBEH2-44_Plasmid_T7INIT_VR20_Strand_Neg_call_low.bed.tsv	20708	PBEH2-44	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	+	-	-	+	-	+
44	T7INIT_VR20	Pos	high	mergedBed/PBEH2-44_Plasmid_T7INIT_VR20_Strand_Pos_call_high.bed.tsv	7798	PBEH2-44	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	+	-	-	+	-	+
44	T7INIT_VR20	Pos	low	mergedBed/PBEH2-44_Plasmid_T7INIT_VR20_Strand_Pos_call_low.bed.tsv	7798	PBEH2-44	4	RPA experiment	A	VR10, VR20 and pFC9 mix	SSB_mix	3	ApaLI	-	+	+	-	-	+	-	+
45	T7INIT_VR10	Neg	high	mergedBed/PBEH2-45_Plasmid_T7INIT_VR10_Strand_Neg_call_high.bed.tsv	1316	PBEH2-45	5	Supercoiled SSB experiment	A	T7init VR-10	T7_initiation_series/T7_init_VR-10.gb	1	-	-	-	-	+	-	-	-	-
45	T7INIT_VR10	Neg	low	mergedBed/PBEH2-45_Plasmid_T7INIT_VR10_Strand_Neg_call_low.bed.tsv	1316	PBEH2-45	5	Supercoiled SSB experiment	A	T7init VR-10	T7_initiation_series/T7_init_VR-10.gb	1	-	-	-	-	+	-	-	-	-
45	T7INIT_VR10	Pos	high	mergedBed/PBEH2-45_Plasmid_T7INIT_VR10_Strand_Pos_call_high.bed.tsv	788	PBEH2-45	5	Supercoiled SSB experiment	A	T7init VR-10	T7_initiation_series/T7_init_VR-10.gb	1	-	-	-	-	+	-	-	-	-
45	T7INIT_VR10	Pos	low	mergedBed/PBEH2-45_Plasmid_T7INIT_VR10_Strand_Pos_call_low.bed.tsv	788	PBEH2-45	5	Supercoiled SSB experiment	A	T7init VR-10	T7_initiation_series/T7_init_VR-10.gb	1	-	-	-	-	+	-	-	-	-
46	T7INIT_VR10	Neg	low	mergedBed/PBEH2-46_Plasmid_T7INIT_VR10_Strand_Neg_call_low.bed.tsv	68	PBEH2-46	5	Supercoiled SSB experiment	A	T7init VR-10	T7_initiation_series/T7_init_VR-10.gb	1	-	-	+	-	+	-	-	-	-
46	T7INIT_VR10	Pos	low	mergedBed/PBEH2-46_Plasmid_T7INIT_VR10_Strand_Pos_call_low.bed.tsv	23	PBEH2-46	5	Supercoiled SSB experiment	A	T7init VR-10	T7_initiation_series/T7_init_VR-10.gb	1	-	-	+	-	+	-	-	-	-
47	T7INIT_VR10	Neg	high	mergedBed/PBEH2-47_Plasmid_T7INIT_VR10_Strand_Neg_call_high.bed.tsv	1647	PBEH2-47	5	Supercoiled SSB experiment	A	T7init VR-10	T7_initiation_series/T7_init_VR-10.gb	1	-	-	+	-	-	+	-	-	-
47	T7INIT_VR10	Neg	low	mergedBed/PBEH2-47_Plasmid_T7INIT_VR10_Strand_Neg_call_low.bed.tsv	1647	PBEH2-47	5	Supercoiled SSB experiment	A	T7init VR-10	T7_initiation_series/T7_init_VR-10.gb	1	-	-	+	-	-	+	-	-	-
47	T7INIT_VR10	Pos	high	mergedBed/PBEH2-47_Plasmid_T7INIT_VR10_Strand_Pos_call_high.bed.tsv	715	PBEH2-47	5	Supercoiled SSB experiment	A	T7init VR-10	T7_initiation_series/T7_init_VR-10.gb	1	-	-	+	-	-	+	-	-	-
47	T7INIT_VR10	Pos	low	mergedBed/PBEH2-47_Plasmid_T7INIT_VR10_Strand_Pos_call_low.bed.tsv	715	PBEH2-47	5	Supercoiled SSB experiment	A	T7init VR-10	T7_initiation_series/T7_init_VR-10.gb	1	-	-	+	-	-	+	-	-	-
48	T7INIT_VR10	Neg	high	mergedBed/PBEH2-48_Plasmid_T7INIT_VR10_Strand_Neg_call_high.bed.tsv	1554	PBEH2-48	5	Supercoiled SSB experiment	A	T7init VR-10	T7_initiation_series/T7_init_VR-10.gb	1	-	-	+	+	+	-	-	-	-
48	T7INIT_VR10	Neg	low	mergedBed/PBEH2-48_Plasmid_T7INIT_VR10_Strand_Neg_call_low.bed.tsv	1554	PBEH2-48	5	Supercoiled SSB experiment	A	T7init VR-10	T7_initiation_series/T7_init_VR-10.gb	1	-	-	+	+	+	-	-	-	-
48	T7INIT_VR10	Pos	high	mergedBed/PBEH2-48_Plasmid_T7INIT_VR10_Strand_Pos_call_high.bed.tsv	754	PBEH2-48	5	Supercoiled SSB experiment	A	T7init VR-10	T7_initiation_series/T7_init_VR-10.gb	1	-	-	+	+	+	-	-	-	-
48	T7INIT_VR10	Pos	low	mergedBed/PBEH2-48_Plasmid_T7INIT_VR10_Strand_Pos_call_low.bed.tsv	754	PBEH2-48	5	Supercoiled SSB experiment	A	T7init VR-10	T7_initiation_series/T7_init_VR-10.gb	1	-	-	+	+	+	-	-	-	-
49	T7INIT_VR20	Neg	high	mergedBed/PBEH2-49_Plasmid_T7INIT_VR20_Strand_Neg_call_high.bed.tsv	1809	PBEH2-49	5	Supercoiled SSB experiment	A	T7init VR-20	T7_initiation_series/T7_init_VR-20.gb	1	-	-	-	-	+	-	-	-	-
49	T7INIT_VR20	Neg	low	mergedBed/PBEH2-49_Plasmid_T7INIT_VR20_Strand_Neg_call_low.bed.tsv	1809	PBEH2-49	5	Supercoiled SSB experiment	A	T7init VR-20	T7_initiation_series/T7_init_VR-20.gb	1	-	-	-	-	+	-	-	-	-
49	T7INIT_VR20	Pos	high	mergedBed/PBEH2-49_Plasmid_T7INIT_VR20_Strand_Pos_call_high.bed.tsv	1185	PBEH2-49	5	Supercoiled SSB experiment	A	T7init VR-20	T7_initiation_series/T7_init_VR-20.gb	1	-	-	-	-	+	-	-	-	-
49	T7INIT_VR20	Pos	low	mergedBed/PBEH2-49_Plasmid_T7INIT_VR20_Strand_Pos_call_low.bed.tsv	1185	PBEH2-49	5	Supercoiled SSB experiment	A	T7init VR-20	T7_initiation_series/T7_init_VR-20.gb	1	-	-	-	-	+	-	-	-	-
50	T7INIT_VR20	Neg	high	mergedBed/PBEH2-50_Plasmid_T7INIT_VR20_Strand_Neg_call_high.bed.tsv	1613	PBEH2-50	5	Supercoiled SSB experiment	A	T7init VR-20	T7_initiation_series/T7_init_VR-20.gb	1	-	-	+	-	+	-	-	-	-
50	T7INIT_VR20	Neg	low	mergedBed/PBEH2-50_Plasmid_T7INIT_VR20_Strand_Neg_call_low.bed.tsv	1613	PBEH2-50	5	Supercoiled SSB experiment	A	T7init VR-20	T7_initiation_series/T7_init_VR-20.gb	1	-	-	+	-	+	-	-	-	-
50	T7INIT_VR20	Pos	high	mergedBed/PBEH2-50_Plasmid_T7INIT_VR20_Strand_Pos_call_high.bed.tsv	1372	PBEH2-50	5	Supercoiled SSB experiment	A	T7init VR-20	T7_initiation_series/T7_init_VR-20.gb	1	-	-	+	-	+	-	-	-	-
50	T7INIT_VR20	Pos	low	mergedBed/PBEH2-50_Plasmid_T7INIT_VR20_Strand_Pos_call_low.bed.tsv	1372	PBEH2-50	5	Supercoiled SSB experiment	A	T7init VR-20	T7_initiation_series/T7_init_VR-20.gb	1	-	-	+	-	+	-	-	-	-
51	T7INIT_VR20	Neg	high	mergedBed/PBEH2-51_Plasmid_T7INIT_VR20_Strand_Neg_call_high.bed.tsv	1943	PBEH2-51	5	Supercoiled SSB experiment	A	T7init VR-20	T7_initiation_series/T7_init_VR-20.gb	1	-	-	+	-	-	+	-	-	-
51	T7INIT_VR20	Neg	low	mergedBed/PBEH2-51_Plasmid_T7INIT_VR20_Strand_Neg_call_low.bed.tsv	1943	PBEH2-51	5	Supercoiled SSB experiment	A	T7init VR-20	T7_initiation_series/T7_init_VR-20.gb	1	-	-	+	-	-	+	-	-	-
51	T7INIT_VR20	Pos	high	mergedBed/PBEH2-51_Plasmid_T7INIT_VR20_Strand_Pos_call_high.bed.tsv	774	PBEH2-51	5	Supercoiled SSB experiment	A	T7init VR-20	T7_initiation_series/T7_init_VR-20.gb	1	-	-	+	-	-	+	-	-	-
51	T7INIT_VR20	Pos	low	mergedBed/PBEH2-51_Plasmid_T7INIT_VR20_Strand_Pos_call_low.bed.tsv	774	PBEH2-51	5	Supercoiled SSB experiment	A	T7init VR-20	T7_initiation_series/T7_init_VR-20.gb	1	-	-	+	-	-	+	-	-	-
52	T7INIT_VR20	Neg	low	mergedBed/PBEH2-52_Plasmid_T7INIT_VR20_Strand_Neg_call_low.bed.tsv	1080	PBEH2-52	5	Supercoiled SSB experiment	A	T7init VR-20	T7_initiation_series/T7_init_VR-20.gb	1	-	-	+	+	+	-	-	-	-
52	T7INIT_VR20	Pos	high	mergedBed/PBEH2-52_Plasmid_T7INIT_VR20_Strand_Pos_call_high.bed.tsv	531	PBEH2-52	5	Supercoiled SSB experiment	A	T7init VR-20	T7_initiation_series/T7_init_VR-20.gb	1	-	-	+	+	+	-	-	-	-
52	T7INIT_VR20	Pos	low	mergedBed/PBEH2-52_Plasmid_T7INIT_VR20_Strand_Pos_call_low.bed.tsv	531	PBEH2-52	5	Supercoiled SSB experiment	A	T7init VR-20	T7_initiation_series/T7_init_VR-20.gb	1	-	-	+	+	+	-	-	-	-
53	PFC9	Neg	high	mergedBed/PBEH2-53_Plasmid_PFC9_Strand_Neg_call_high.bed.tsv	3251	PBEH2-53	5	Supercoiled SSB experiment	A	pFC9	pFC9.gb	1	-	-	-	-	+	-	-	-	-
53	PFC9	Neg	low	mergedBed/PBEH2-53_Plasmid_PFC9_Strand_Neg_call_low.bed.tsv	3251	PBEH2-53	5	Supercoiled SSB experiment	A	pFC9	pFC9.gb	1	-	-	-	-	+	-	-	-	-
53	PFC9	Pos	high	mergedBed/PBEH2-53_Plasmid_PFC9_Strand_Pos_call_high.bed.tsv	1523	PBEH2-53	5	Supercoiled SSB experiment	A	pFC9	pFC9.gb	1	-	-	-	-	+	-	-	-	-
53	PFC9	Pos	low	mergedBed/PBEH2-53_Plasmid_PFC9_Strand_Pos_call_low.bed.tsv	1523	PBEH2-53	5	Supercoiled SSB experiment	A	pFC9	pFC9.gb	1	-	-	-	-	+	-	-	-	-
54	PFC9	Neg	high	mergedBed/PBEH2-54_Plasmid_PFC9_Strand_Neg_call_high.bed.tsv	1309	PBEH2-54	5	Supercoiled SSB experiment	A	pFC9	pFC9.gb	1	-	-	+	-	+	-	-	-	-
54	PFC9	Neg	low	mergedBed/PBEH2-54_Plasmid_PFC9_Strand_Neg_call_low.bed.tsv	1309	PBEH2-54	5	Supercoiled SSB experiment	A	pFC9	pFC9.gb	1	-	-	+	-	+	-	-	-	-
54	PFC9	Pos	high	mergedBed/PBEH2-54_Plasmid_PFC9_Strand_Pos_call_high.bed.tsv	728	PBEH2-54	5	Supercoiled SSB experiment	A	pFC9	pFC9.gb	1	-	-	+	-	+	-	-	-	-
54	PFC9	Pos	low	mergedBed/PBEH2-54_Plasmid_PFC9_Strand_Pos_call_low.bed.tsv	728	PBEH2-54	5	Supercoiled SSB experiment	A	pFC9	pFC9.gb	1	-	-	+	-	+	-	-	-	-
55	PFC9	Neg	high	mergedBed/PBEH2-55_Plasmid_PFC9_Strand_Neg_call_high.bed.tsv	1152	PBEH2-55	5	Supercoiled SSB experiment	A	pFC9	pFC9.gb	1	-	-	+	-	-	+	-	-	-
55	PFC9	Neg	low	mergedBed/PBEH2-55_Plasmid_PFC9_Strand_Neg_call_low.bed.tsv	1152	PBEH2-55	5	Supercoiled SSB experiment	A	pFC9	pFC9.gb	1	-	-	+	-	-	+	-	-	-
55	PFC9	Pos	high	mergedBed/PBEH2-55_Plasmid_PFC9_Strand_Pos_call_high.bed.tsv	509	PBEH2-55	5	Supercoiled SSB experiment	A	pFC9	pFC9.gb	1	-	-	+	-	-	+	-	-	-
55	PFC9	Pos	low	mergedBed/PBEH2-55_Plasmid_PFC9_Strand_Pos_call_low.bed.tsv	509	PBEH2-55	5	Supercoiled SSB experiment	A	pFC9	pFC9.gb	1	-	-	+	-	-	+	-	-	-
56	PFC9	Neg	high	mergedBed/PBEH2-56_Plasmid_PFC9_Strand_Neg_call_high.bed.tsv	1173	PBEH2-56	5	Supercoiled SSB experiment	A	pFC9	pFC9.gb	1	-	-	+	+	+	-	-	-	-
56	PFC9	Neg	low	mergedBed/PBEH2-56_Plasmid_PFC9_Strand_Neg_call_low.bed.tsv	1173	PBEH2-56	5	Supercoiled SSB experiment	A	pFC9	pFC9.gb	1	-	-	+	+	+	-	-	-	-
56	PFC9	Pos	high	mergedBed/PBEH2-56_Plasmid_PFC9_Strand_Pos_call_high.bed.tsv	799	PBEH2-56	5	Supercoiled SSB experiment	A	pFC9	pFC9.gb	1	-	-	+	+	+	-	-	-	-
56	PFC9	Pos	low	mergedBed/PBEH2-56_Plasmid_PFC9_Strand_Pos_call_low.bed.tsv	799	PBEH2-56	5	Supercoiled SSB experiment	A	pFC9	pFC9.gb	1	-	-	+	+	+	-	-	-	-
57	PFC53	Neg	low	mergedBed/PBEH2-57_Plasmid_PFC53_Strand_Neg_call_low.bed.tsv	14	PBEH2-57	5	Supercoiled SSB experiment	A	pFC53	pFC53.gb	1	-	-	-	-	+	-	-	-	-
57	PFC53	Pos	low	mergedBed/PBEH2-57_Plasmid_PFC53_Strand_Pos_call_low.bed.tsv	25	PBEH2-57	5	Supercoiled SSB experiment	A	pFC53	pFC53.gb	1	-	-	-	-	+	-	-	-	-
58	PFC53	Neg	low	mergedBed/PBEH2-58_Plasmid_PFC53_Strand_Neg_call_low.bed.tsv	40	PBEH2-58	5	Supercoiled SSB experiment	A	pFC53	pFC53.gb	1	-	-	+	-	+	-	-	-	-
59	PFC53	Neg	low	mergedBed/PBEH2-59_Plasmid_PFC53_Strand_Neg_call_low.bed.tsv	11	PBEH2-59	5	Supercoiled SSB experiment	A	pFC53	pFC53.gb	1	-	-	+	-	-	+	-	-	-
59	PFC53	Pos	low	mergedBed/PBEH2-59_Plasmid_PFC53_Strand_Pos_call_low.bed.tsv	6	PBEH2-59	5	Supercoiled SSB experiment	A	pFC53	pFC53.gb	1	-	-	+	-	-	+	-	-	-
60	PFC53	Neg	low	mergedBed/PBEH2-60_Plasmid_PFC53_Strand_Neg_call_low.bed.tsv	5	PBEH2-60	5	Supercoiled SSB experiment	A	pFC53	pFC53.gb	1	-	-	+	+	+	-	-	-	-
60	PFC53	Pos	low	mergedBed/PBEH2-60_Plasmid_PFC53_Strand_Pos_call_low.bed.tsv	10	PBEH2-60	5	Supercoiled SSB experiment	A	pFC53	pFC53.gb	1	-	-	+	+	+	-	-	-	-
61	PFC53_T3TERMSHORT_VR01	Neg	high	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR01_Strand_Neg_call_high.bed.tsv	851	PBEH2-61	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	-	-	-	-	-	-	-	-	-
61	PFC53_T3TERMSHORT_VR01	Neg	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR01_Strand_Neg_call_low.bed.tsv	851	PBEH2-61	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	-	-	-	-	-	-	-	-	-
61	PFC53_T3TERMSHORT_VR01	Pos	high	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR01_Strand_Pos_call_high.bed.tsv	719	PBEH2-61	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	-	-	-	-	-	-	-	-	-
61	PFC53_T3TERMSHORT_VR01	Pos	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR01_Strand_Pos_call_low.bed.tsv	719	PBEH2-61	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	-	-	-	-	-	-	-	-	-
61	PFC53_T3TERMSHORT_VR02	Neg	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR02_Strand_Neg_call_low.bed.tsv	447	PBEH2-61	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	-	-	-	-	-	-	-	-	-
61	PFC53_T3TERMSHORT_VR02	Pos	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR02_Strand_Pos_call_low.bed.tsv	387	PBEH2-61	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	-	-	-	-	-	-	-	-	-
61	PFC53_T3TERMSHORT_VR03	Neg	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR03_Strand_Neg_call_low.bed.tsv	969	PBEH2-61	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	-	-	-	-	-	-	-	-	-
61	PFC53_T3TERMSHORT_VR03	Pos	low	mergedBed/PBEH2-61_Plasmid_PFC53_T3TERMSHORT_VR03_Strand_Pos_call_low.bed.tsv	838	PBEH2-61	6	T3 termination series	A	T3termsh VRmix	T3short_termination_series	31	-	-	-	-	-	-	-	-	-
