sample_id	plasmid	description	strand	window	convert_type	filepath	call_type	bed_id
35	VR20F_2MED1	LINEARPSII_TX_RH1	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_2MED1_DESCLINEARPSII_TX_RH1_Neg_15_0.45_GH.PEAK.genome.bed	low	5495
35	VR20F_2MED1	LINEARPSII_TX_RH1	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_2MED1_DESCLINEARPSII_TX_RH1_Pos_15_0.45_CH.PEAK.genome.bed	low	1641
35	VR20F_2MED1	LINEARPSII_TX_RH1	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_2MED1_DESCLINEARPSII_TX_RH1_Pos_15_0.45_CG.PEAK.genome.bed	low	2488
35	VR20F_2MED2	LINEARPSII_TX_RH1	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_2MED2_DESCLINEARPSII_TX_RH1_Neg_15_0.45_GH.PEAK.genome.bed	low	2297
35	VR20F_2MED2	LINEARPSII_TX_RH1	Neg	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_2MED2_DESCLINEARPSII_TX_RH1_Neg_15_0.45_CH.PEAK.genome.bed	low	3933
35	VR20F_2MED2	LINEARPSII_TX_RH1	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_2MED2_DESCLINEARPSII_TX_RH1_Neg_15_0.45_GC.PEAK.genome.bed	low	4645
35	VR20F_2MED2	LINEARPSII_TX_RH1	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_2MED2_DESCLINEARPSII_TX_RH1_Pos_15_0.45_CG.PEAK.genome.bed	low	5740
35	VR20F_2MED2	LINEARPSII_TX_RH1	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_2MED2_DESCLINEARPSII_TX_RH1_Pos_15_0.45_CH.PEAK.genome.bed	low	6141
35	VR20F_2MED3	LINEARPSII_TX_RH1	Neg	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_2MED3_DESCLINEARPSII_TX_RH1_Neg_15_0.45_CH.PEAK.genome.bed	low	2131
35	VR20F_2MED3	LINEARPSII_TX_RH1	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_2MED3_DESCLINEARPSII_TX_RH1_Neg_15_0.45_GH.PEAK.genome.bed	low	3769
35	VR20F_2MED3	LINEARPSII_TX_RH1	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_2MED3_DESCLINEARPSII_TX_RH1_Neg_15_0.45_GC.PEAK.genome.bed	low	6553
35	VR20F_2MED3	LINEARPSII_TX_RH1	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_2MED3_DESCLINEARPSII_TX_RH1_Pos_15_0.45_CG.PEAK.genome.bed	low	4186
35	VR20F_2MED3	LINEARPSII_TX_RH1	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_2MED3_DESCLINEARPSII_TX_RH1_Pos_15_0.45_CH.PEAK.genome.bed	low	5120
35	VR20F_3HGH1	LINEARPSII_TX_RH1	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_3HGH1_DESCLINEARPSII_TX_RH1_Neg_15_0.45_GC.PEAK.genome.bed	low	3534
35	VR20F_3HGH1	LINEARPSII_TX_RH1	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_3HGH1_DESCLINEARPSII_TX_RH1_Neg_15_0.45_GH.PEAK.genome.bed	low	6007
35	VR20F_3HGH1	LINEARPSII_TX_RH1	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_3HGH1_DESCLINEARPSII_TX_RH1_Pos_15_0.45_CG.PEAK.genome.bed	low	2023
35	VR20F_3HGH1	LINEARPSII_TX_RH1	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_3HGH1_DESCLINEARPSII_TX_RH1_Pos_15_0.45_CH.PEAK.genome.bed	low	2114
35	VR20F_3HGH2	LINEARPSII_TX_RH1	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_3HGH2_DESCLINEARPSII_TX_RH1_Neg_15_0.45_GH.PEAK.genome.bed	low	1522
35	VR20F_3HGH2	LINEARPSII_TX_RH1	Neg	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_3HGH2_DESCLINEARPSII_TX_RH1_Neg_15_0.45_CH.PEAK.genome.bed	low	3132
35	VR20F_3HGH2	LINEARPSII_TX_RH1	Neg	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_3HGH2_DESCLINEARPSII_TX_RH1_Neg_15_0.45_CG.PEAK.genome.bed	low	3532
35	VR20F_3HGH2	LINEARPSII_TX_RH1	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_3HGH2_DESCLINEARPSII_TX_RH1_Neg_15_0.45_GC.PEAK.genome.bed	low	4161
35	VR20F_3HGH2	LINEARPSII_TX_RH1	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_3HGH2_DESCLINEARPSII_TX_RH1_Pos_15_0.45_CH.PEAK.genome.bed	low	5311
35	VR20F_3HGH2	LINEARPSII_TX_RH1	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_3HGH2_DESCLINEARPSII_TX_RH1_Pos_15_0.45_CG.PEAK.genome.bed	low	6545
35	VR20F_3HGH3	LINEARPSII_TX_RH1	Neg	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_3HGH3_DESCLINEARPSII_TX_RH1_Neg_15_0.45_CH.PEAK.genome.bed	low	1658
35	VR20F_3HGH3	LINEARPSII_TX_RH1	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_3HGH3_DESCLINEARPSII_TX_RH1_Neg_15_0.45_GH.PEAK.genome.bed	low	3295
35	VR20F_3HGH3	LINEARPSII_TX_RH1	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_3HGH3_DESCLINEARPSII_TX_RH1_Neg_15_0.45_GC.PEAK.genome.bed	low	5758
35	VR20F_3HGH3	LINEARPSII_TX_RH1	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_3HGH3_DESCLINEARPSII_TX_RH1_Pos_15_0.45_CH.PEAK.genome.bed	low	4617
35	VR20F_3HGH3	LINEARPSII_TX_RH1	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC35_PLASMIDVR20F_3HGH3_DESCLINEARPSII_TX_RH1_Pos_15_0.45_CG.PEAK.genome.bed	low	4691
36	PFC9	LINEARAPALI_NT	Neg	20_0.55	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC36_PLASMIDPFC9_DESCLINEARAPALI_NT_Neg_20_0.55_GC.PEAK.genome.bed	high	275
36	PFC9	LINEARAPALI_NT	Neg	20_0.55	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC36_PLASMIDPFC9_DESCLINEARAPALI_NT_Neg_20_0.55_GH.PEAK.genome.bed	high	929
36	PFC9	LINEARAPALI_NT	Pos	20_0.55	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC36_PLASMIDPFC9_DESCLINEARAPALI_NT_Pos_20_0.55_CG.PEAK.genome.bed	high	511
36	PFC9	LINEARAPALI_NT	Pos	20_0.55	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC36_PLASMIDPFC9_DESCLINEARAPALI_NT_Pos_20_0.55_CH.PEAK.genome.bed	high	586
36	T7INIT_VR10	LINEARAPALI_NT	Pos	20_0.55	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC36_PLASMIDT7INIT_VR10_DESCLINEARAPALI_NT_Pos_20_0.55_CH.PEAK.genome.bed	high	870
36	T7INIT_VR10	LINEARAPALI_NT	Pos	20_0.55	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC36_PLASMIDT7INIT_VR10_DESCLINEARAPALI_NT_Pos_20_0.55_CG.PEAK.genome.bed	high	924
36	T7INIT_VR20	LINEARAPALI_NT	Neg	20_0.55	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC36_PLASMIDT7INIT_VR20_DESCLINEARAPALI_NT_Neg_20_0.55_GH.PEAK.genome.bed	high	491
36	T7INIT_VR20	LINEARAPALI_NT	Neg	20_0.55	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC36_PLASMIDT7INIT_VR20_DESCLINEARAPALI_NT_Neg_20_0.55_GC.PEAK.genome.bed	high	1260
36	T7INIT_VR20	LINEARAPALI_NT	Pos	20_0.55	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC36_PLASMIDT7INIT_VR20_DESCLINEARAPALI_NT_Pos_20_0.55_CH.PEAK.genome.bed	high	845
36	T7INIT_VR20	LINEARAPALI_NT	Pos	20_0.55	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC36_PLASMIDT7INIT_VR20_DESCLINEARAPALI_NT_Pos_20_0.55_CG.PEAK.genome.bed	high	952
36	PFC9	LINEARAPALI_NT	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC36_PLASMIDPFC9_DESCLINEARAPALI_NT_Neg_15_0.45_GC.PEAK.genome.bed	low	1706
36	PFC9	LINEARAPALI_NT	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC36_PLASMIDPFC9_DESCLINEARAPALI_NT_Neg_15_0.45_GH.PEAK.genome.bed	low	4117
36	PFC9	LINEARAPALI_NT	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC36_PLASMIDPFC9_DESCLINEARAPALI_NT_Pos_15_0.45_CH.PEAK.genome.bed	low	2817
36	PFC9	LINEARAPALI_NT	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC36_PLASMIDPFC9_DESCLINEARAPALI_NT_Pos_15_0.45_CG.PEAK.genome.bed	low	3844
36	T7INIT_VR10	LINEARAPALI_NT	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC36_PLASMIDT7INIT_VR10_DESCLINEARAPALI_NT_Pos_15_0.45_CH.PEAK.genome.bed	low	3256
36	T7INIT_VR10	LINEARAPALI_NT	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC36_PLASMIDT7INIT_VR10_DESCLINEARAPALI_NT_Pos_15_0.45_CG.PEAK.genome.bed	low	3527
36	T7INIT_VR20	LINEARAPALI_NT	Neg	15_0.45	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC36_PLASMIDT7INIT_VR20_DESCLINEARAPALI_NT_Neg_15_0.45_GC.PEAK.genome.bed	low	2045
36	T7INIT_VR20	LINEARAPALI_NT	Neg	15_0.45	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC36_PLASMIDT7INIT_VR20_DESCLINEARAPALI_NT_Neg_15_0.45_GH.PEAK.genome.bed	low	4383
36	T7INIT_VR20	LINEARAPALI_NT	Pos	15_0.45	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC36_PLASMIDT7INIT_VR20_DESCLINEARAPALI_NT_Pos_15_0.45_CH.PEAK.genome.bed	low	3193
36	T7INIT_VR20	LINEARAPALI_NT	Pos	15_0.45	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t45_w15_l50/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC36_PLASMIDT7INIT_VR20_DESCLINEARAPALI_NT_Pos_15_0.45_CG.PEAK.genome.bed	low	3583
37	PFC9	LINEARAPALI_TX	Neg	20_0.55	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC37_PLASMIDPFC9_DESCLINEARAPALI_TX_Neg_20_0.55_CH.PEAK.genome.bed	high	135
37	PFC9	LINEARAPALI_TX	Neg	20_0.55	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC37_PLASMIDPFC9_DESCLINEARAPALI_TX_Neg_20_0.55_CG.PEAK.genome.bed	high	241
37	PFC9	LINEARAPALI_TX	Neg	20_0.55	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC37_PLASMIDPFC9_DESCLINEARAPALI_TX_Neg_20_0.55_GH.PEAK.genome.bed	high	377
37	PFC9	LINEARAPALI_TX	Neg	20_0.55	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC37_PLASMIDPFC9_DESCLINEARAPALI_TX_Neg_20_0.55_GC.PEAK.genome.bed	high	1139
37	PFC9	LINEARAPALI_TX	Pos	20_0.55	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC37_PLASMIDPFC9_DESCLINEARAPALI_TX_Pos_20_0.55_CH.PEAK.genome.bed	high	731
37	PFC9	LINEARAPALI_TX	Pos	20_0.55	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC37_PLASMIDPFC9_DESCLINEARAPALI_TX_Pos_20_0.55_CG.PEAK.genome.bed	high	1078
37	T7INIT_VR10	LINEARAPALI_TX	Neg	20_0.55	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC37_PLASMIDT7INIT_VR10_DESCLINEARAPALI_TX_Neg_20_0.55_CG.PEAK.genome.bed	high	79
37	T7INIT_VR10	LINEARAPALI_TX	Neg	20_0.55	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC37_PLASMIDT7INIT_VR10_DESCLINEARAPALI_TX_Neg_20_0.55_CH.PEAK.genome.bed	high	295
37	T7INIT_VR10	LINEARAPALI_TX	Neg	20_0.55	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC37_PLASMIDT7INIT_VR10_DESCLINEARAPALI_TX_Neg_20_0.55_GH.PEAK.genome.bed	high	576
37	T7INIT_VR10	LINEARAPALI_TX	Neg	20_0.55	GC	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC37_PLASMIDT7INIT_VR10_DESCLINEARAPALI_TX_Neg_20_0.55_GC.PEAK.genome.bed	high	1366
37	T7INIT_VR10	LINEARAPALI_TX	Pos	20_0.55	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC37_PLASMIDT7INIT_VR10_DESCLINEARAPALI_TX_Pos_20_0.55_CG.PEAK.genome.bed	high	885
37	T7INIT_VR10	LINEARAPALI_TX	Pos	20_0.55	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC37_PLASMIDT7INIT_VR10_DESCLINEARAPALI_TX_Pos_20_0.55_CH.PEAK.genome.bed	high	943
37	T7INIT_VR20	LINEARAPALI_TX	Neg	20_0.55	CG	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC37_PLASMIDT7INIT_VR20_DESCLINEARAPALI_TX_Neg_20_0.55_CG.PEAK.genome.bed	high	22
37	T7INIT_VR20	LINEARAPALI_TX	Neg	20_0.55	CH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC37_PLASMIDT7INIT_VR20_DESCLINEARAPALI_TX_Neg_20_0.55_CH.PEAK.genome.bed	high	355
37	T7INIT_VR20	LINEARAPALI_TX	Neg	20_0.55	GH	/group/flchedingrp/mitochi/Work/Project/Ethan/240325/5_Analysis/2_deleted/67_72_PFC8TACINIT_240406/PBEH2_240409_L1_t55_w20_l100/PEAKS_GENOME/PBEH2_bismark_bt2.bam_genePBEH2_BCBC37_PLASMIDT7INIT_VR20_DESCLINEARAPALI_TX_Neg_20_0.55_GH.PEAK.genome.bed	high	594
